"No.","station_id","C_conc_0.30cm","C_conc_30.100cm","Bulk_density_0.30cm","Bulk_density_30.100cm","C_stock.tons.ha._0.30cm","C_stock.tons.ha._30.100cm","Texture_0.30cm_.Sand","Texture_0.30cm_.Clay","Texture_0.30cm_.Silt","Textural.class_0.30cm","Texture_30.100cm_.Sand","Texture_30.100cm_.Clay","Texture_30.100cm_.Silt","Textural.class_30.100cm","Lon","Lat","MAT","MAP","Fire_frequency"
526,"id_144",6.74796748,0.12,1.4,1.61,292.34,5.8,92.4,4,3.6,"SAND",86.4,6,7.6,"LOAMY SAND",24.45114608,-16.68465653,21.875,718,3
527,"id_157",0.96,0.48,1.1,1.28,31.34,18.37,90,6.8,3.2,"SAND",88,4.8,7.2,"SAND",24.34244268,-16.81749254,21.9749999046326,703,0
528,"id_163",0.96,0.12,1,1.31,28.09,4.72,48,12.8,39.2,"LOAM",58,12.8,29.2,"SANDY LOAM",24.40869794,-16.85019394,21.8916665712992,704,2
529,"id_221",0.32,0.28,1.6,1.78,15.58,14.94,93.2,0.4,6.4,"SAND",93.2,4.4,2.4,"SAND",24.41287015,-16.79843958,21.9083334604899,707,5
530,"id_617",0.28,0.16,1.3,1.8,10.93,8.62,94.8,0.8,4.4,"SAND",92.8,4.8,2.4,"SAND",24.61743172,-16.85316958,21.9583331743876,705,4
531,"id_158",0.48,0.04,1.2,1.97,17.2,2.37,91.2,4,4.8,"SAND",91.2,4,4.8,"SAND",24.38894567,-16.8946121,21.8499999046326,700,1
532,"id_170",0.88,0.24,1.8,1.86,47.86,13.41,89.2,4,6.8,"SAND",89.2,4,6.8,"SAND",24.35111842,-17.00178729,21.8416665395101,690,1
533,"id_211",1.36,0.72,1.4,1.67,55.19,36.1,73.2,6,20.8,"SANDY LOAM",75.2,8,16.8,"SANDY LOAM",24.28297745,-17.11389479,21.8666666348775,677,5
534,"id_224",2.8,0.08,1.5,1.61,129.68,3.86,93.2,2,4.8,"SAND",93.2,2,4.8,"SAND",24.36970521,-16.99975804,21.8333331743876,690,2
535,"id_245",1.28,0.56,1.4,1.74,53.98,29.29,72,10,18,"SANDY LOAM",68,16,16,"SANDY LOAM",24.42323596,-16.90293062,21.8499997456868,696,5
536,"id_254",0.8,0.04,1.4,1.47,33.94,1.76,88,6,6,"LOAMY SAND",96,2,2,"SAND",24.28918648,-16.89490444,21.9499999682109,695,2
537,"id_335",0.24,0.2,1.4,1.46,10.14,8.77,94,4,2,"SAND",92,2,6,"SAND",24.55998303,-16.98900223,21.8583335876465,695,7
538,"id_48",0.4,0.32,1.3,1.39,15.4,13.3,89.2,5.8,5,"SAND",89.2,5.8,5,"SAND",24.5314435,-17.3576894,21.9916666348775,654,5
539,"id_56",0.36,0.48,1.4,1.57,14.74,22.59,91.2,5.8,3,"SAND",91.2,5.8,3,"SAND",24.2279533,-17.1979174,21.7416667938232,671,5
540,"id_70",0.36,0.2,1.5,1.86,16.23,11.16,98,0.6,1.4,"SAND",98,0.6,1.4,"SAND",24.5980587,-17.4321821,22.4916667938232,639,0
541,"id_86",0.48,0.2,1.7,1.92,24.07,11.52,96,1.6,2.4,"SAND",94,3.6,2.4,"SAND",24.4766002,-17.4478132,22.3666666348775,638,0
542,"id_114",0.48,0.36,1.6,1.76,22.44,19.02,98,0.6,1.4,"SAND",98,0.6,1.4,"SAND",24.158979,-17.2532658,21.9583331743876,657,1
543,"id_182",0.36,0.12,1.9,1.9,20.68,6.86,94,3.6,2.4,"SAND",92,5.6,2.4,"SAND",24.2781657,-17.2838855,21.7500000794729,666,1
544,"id_190",0.4,0.16,1.8,2.07,21.76,9.93,92,2.6,5.4,"SAND",92,3.6,4.4,"SAND",24.2461466,-17.2862727,21.7999999523163,665,6
545,"id_204",0.32,0.2,1.8,2.06,17.7,12.35,92,3.6,4.4,"SAND",94,3.6,2.4,"SAND",24.2546353,-17.2845823,21.7750000158946,666,2
546,"id_222",0.36,0.2,1.7,1.88,18.71,11.31,90,4.6,5.4,"SAND",92,4.6,3.4,"SAND",24.2391362,-17.2262553,21.8333331743876,671,9
547,"id_235",0.4,0.08,1.6,1.86,18.85,4.46,92,4.6,3.4,"SAND",90,3.6,6.4,"SAND",24.3021914,-17.2387857,21.7416668732961,673,5
548,"id_259",0.52,0.44,1.5,1.76,23.29,23.18,94,3.2,2.8,"SAND",90,6.4,3.6,"SAND",24.1150143,-17.1479572,21.9166665077209,673,5
549,"id_125",0.44,0.32,1.5,1.93,19.88,18.56,97.2,2.8,0,"SAND",97.2,1.8,1,"SAND",24.1031952,-16.863249,21.9749999046326,702,1
550,"id_127",1.72,0.32,0.8,1.92,43.03,18.4,99.2,0.8,-2.89e-15,"SAND",91.2,2.8,6,"SAND",24.114288,-16.9009008,22.2416664759318,682,1
551,"id_133",0.4,0.2,1.6,2.02,19.5,12.11,93.2,5.8,1,"SAND",95.2,4.8,0,"SAND",24.1688498,-16.8361905,22.2166666984558,691,2
552,"id_136",1.64,1,1.3,2.06,62.65,61.78,83.2,7.8,9,"LOAMY SAND",93.2,4.8,2,"SAND",24.0769045,-17.0029518,22.233333269755,672,0
553,"id_138",0.8,0.24,1.6,2.09,39.29,15.07,90,2,8,"SAND",94,0,6,"SAND",24.1656947,-16.8339837,22.2000001271566,692,2
554,"id_149",1.376518219,0.04,1.1,1.71,44.67,2.06,92,1,7,"SAND",94,0,6,"SAND",24.1868047,-16.8194214,22.1916667620341,689,0
555,"id_151",0.92,0.08,1.7,1.8,45.97,4.32,94,1,5,"SAND",96,0,4,"SAND",24.1801539,-16.8246584,22.1833335558573,692,0
556,"id_154",1.44,0.16,1.5,2.06,65.96,9.87,86,2,12,"LOAMY SAND",98,1,1,"SAND",24.1271148,-16.8686315,22.1999999682109,687,0
557,"id_112",0.28,0.24,1.6,1.82,13.26,13.07,90,0.8,9.2,"SAND",94,2.8,3.2,"SAND",24.3370514,-16.7471611,21.9500001271566,708,7
558,"id_121",1.16,0.12,1.3,2.03,44.62,7.29,82,2.8,15.2,"LOAMY SAND",90,1.8,8.2,"SAND",24.2148212,-16.7790236,22.1666669845581,696,0
559,"id_124",0.28,0.2,1.6,1.67,13.09,10.02,94,2.8,3.2,"SAND",96,2.8,1.2,"SAND",24.2375902,-16.720489,21.9083331425985,712,1
560,"id_126",0.64,0.16,1.3,1.59,24.84,7.62,62,26.8,11.2,"SANDY CLAY LOAM",66,22.8,11.2,"SANDY CLAY LOAM",24.2024316,-16.7938848,22.2166666984558,692,1
561,"id_129",3.92,0.12,0.7,1.88,84.92,6.77,70,3.8,26.2,"SANDY LOAM",96,2.8,1.2,"SAND",24.2129312,-16.782869,22.1666669845581,696,0
562,"id_135",0.52,0.08,1.6,1.97,24.31,4.72,94,3.8,2.2,"SAND",96,2.8,1.2,"SAND",24.314327,-16.7137046,22.0916666984558,705,0
563,"id_143",3,3,1.6,1.8,145.76,161.99,98,0.8,1.2,"SAND",94,2.8,3.2,"SAND",24.3232205,-16.725929,22.0749999682109,707,0
564,"id_266",1.04,0.6,1.3,1.55,40.23,27.83,64.64,22.4,12.96,"SANDY CLAY LOAM",66.64,20.4,12.96,"SANDY CLAY LOAM",25.1807841,-17.0104,22.7416664759318,684,0
565,"id_311",0.4,0.2,1.4,1.62,16.66,9.72,80.8,13.2,6,"SANDY LOAM",82.8,11.2,6,"LOAMY SAND",25.2613064,-17.00301,22.7749999364217,695,1
566,"id_392",5.230769231,0.814814815,0.9,1.76,135.62,42.96,62.8,29.2,8,"SANDY CLAY LOAM",64.8,29.2,6,"SANDY CLAY LOAM",25.1178064,-17.61686,24.0249999364217,635,1
567,"id_481",2.76,1.68,1.2,1.25,100.45,62.84,32.8,51.2,16,"CLAY",28.8,55.2,16,"CLAY",25.1774152,-17.07166,22.9500001271566,681,0
568,"id_347",1.68,1.04,0.9,1.47,45.36,46.01,85.2,10.8,4,"LOAMY SAND",87.2,10.8,2,"LOAMY SAND",25.0399942,-17.40782,23.3749998410543,663,3
569,"id_386",1,0.52,1.4,1.64,42.6,25.65,15.4,70.4,14.2,"CLAY",19.4,66.4,14.2,"CLAY",25.1065072,-17.54239,23.9083333015442,639,6
570,"id_387",1.08,0.92,1.1,1.3,37.11,35.85,5.4,68.4,26.2,"CLAY",5.4,80.4,14.2,"CLAY",25.2878213,-17.553805,23.7750002543132,650,0
571,"id_391",1.28,0.96,1.5,1.45,56.5,41.66,19.4,68.4,12.2,"CLAY",13.4,72.4,14.2,"CLAY",25.174734,-17.6186502,24.1166667938232,642,0
572,"id_396",1.48,1.24,1.1,1.18,47.95,43.9,34,49.6,16.4,"CLAY",42,45.6,12.4,"CLAY",25.1441584,-17.503224,23.9333332379659,654,3
573,"id_407",1.44,0.48,1.4,1.24,62.39,17.79,56,27.6,16.4,"SANDY CLAY LOAM",54,33.6,12.4,"SANDY CLAY LOAM",25.2610556,-17.624128,24.0583333969116,626,3
574,"id_408",1.6,0.56,1.5,1.56,71.96,26.26,48,15.6,36.4,"LOAM",60,23.6,16.4,"SANDY CLAY LOAM",25.2090933,-17.5891333,24.024999777476,629,0
575,"id_276",0.96,0.12,1.5,1.83,43.55,6.6,90,7.6,2.4,"SAND",92,7.6,0.4,"SAND",25.0232247,-17.163,22.9416666030884,665,4
576,"id_406",1.72,1.28,1.8,1.73,94.84,66.6,46,30,24,"SANDY CLAY LOAM",48,30,22,"SANDY CLAY LOAM",25.2819856,-17.6115776,23.9583331743876,623,2
577,"id_271",2.68,1.64,1.4,1.33,111.66,65.32,58,36,6,"SANDY CLAY",56,34,10,"SANDY CLAY LOAM",25.0331481,-17.171,23.0083335240682,666,3
578,"id_303",2.32,1.28,1.6,1.91,112.01,73.51,76.8,14.8,8.4,"SANDY LOAM",76.8,16.8,6.4,"SANDY LOAM",25.0350186,-17.168218,23.0083335240682,666,2
579,"id_430",0.2,0.24,1.4,1.41,8.33,10.19,94.8,2.8,2.4,"SAND",96.8,2.8,0.4,"SAND",24.9172796,-17.3735658,23.1916669209798,641,1
580,"id_443",1.36,0.92,1.1,1.8,45.06,49.72,64.8,18.8,16.4,"SANDY LOAM",64.8,30.8,4.4,"SANDY CLAY LOAM",24.906227,-17.3082448,23.0250002543132,650,2
581,"id_12",1.76,0.52,1.6,1.72,86.87,26.86,85.6,4.2,10.2,"LOAMY SAND",93.6,4.4,2,"SAND",24.5332592,-17.183203,21.9916666348775,668,0
582,"id_13",1.8,0.44,1.2,1.58,66.61,20.9,86.4,8,5.6,"LOAMY SAND",88.4,6,5.6,"SAND",24.5318447,-17.1794724,21.9916666348775,668,0
583,"id_14",0.16,0.16,1.5,1.45,7.13,6.98,87.2,6.4,6.4,"LOAMY SAND",87.2,6.4,6.4,"LOAMY SAND",24.6117297,-17.1434414,22.1000000635783,673,5
584,"id_28",0.92,0.56,1.1,1.12,30.08,18.78,93.6,3.2,3.2,"SAND",87.6,10.4,2,"LOAMY SAND",24.38545,-17.0375467,21.8749998410543,686,6
585,"id_29",3.72,2.64,1.1,1.53,122.61,121.22,84.4,12,3.6,"LOAMY SAND",74.4,16,9.6,"SANDY LOAM",24.5113313,-17.1654011,21.983333269755,669,1
586,"id_44",0.36,0.2,1.4,1.71,15.18,10.27,86.4,6,7.6,"LOAMY SAND",84.4,8,7.6,"LOAMY SAND",24.4688421,-17.2147871,21.9416664441427,668,5
587,"id_51",0.68,0.48,1.7,1.94,34.06,27.95,88.4,6,5.6,"SAND",88.4,6,5.6,"SAND",24.4825083,-17.1944824,21.9249997138977,670,4
588,"id_52",0.36,0.16,1.4,1.45,14.65,6.95,89.2,4.4,6.4,"SAND",89.2,4.4,6.4,"SAND",24.406686,-17.1480502,21.8749998410543,680,2
589,"id_60",1.08,0.6,1.3,1.7,42.85,30.68,89.6,3.2,7.2,"SAND",86.4,8,5.6,"LOAMY SAND",24.494355,-17.1805067,21.8666664759318,671,2
590,"id_61",1.44,0.8,1.5,1.52,66.6,36.41,91.6,3.2,5.2,"SAND",91.6,8.4,0,"SAND",24.5048209,-17.184929,21.8416663805644,672,1
591,"id_100",0.96,0.6,1.5,1.64,42.05,29.44,91.6,3.2,5.2,"SAND",87.6,10.4,2,"LOAMY SAND",24.8175252,-17.1518896,22.475000222524,666,1
592,"id_207",1,1.04,1.3,1.6,39.66,50.07,93.6,3.2,3.2,"SAND",95.6,4.4,0,"SAND",24.4205759,-16.9467184,21.8249998092651,693,0
593,"id_230",3.76,2,1.6,1.66,175.14,99.72,73.6,7.2,19.2,"SANDY LOAM",83.6,12.4,4,"LOAMY SAND",24.2656664,-17.1537045,21.883333047231,669,1
594,"id_273",0.28,0.2,1.5,1.72,12.31,10.32,94.4,2.4,3.2,"SAND",79.6,4.4,16,"LOAMY SAND",25.0467879,-17.0522501,22.6333335240682,681,2
595,"id_277",0.64,0.52,1.2,1.26,23.97,19.67,88.4,8.4,3.2,"LOAMY SAND",73.6,8.4,18,"SANDY LOAM",25.0300302,-17.0600309,22.625,677,4
596,"id_281",0.44,0.2,1.7,1.82,21.95,10.94,90.4,4.4,5.2,"SAND",77.6,4.4,18,"LOAMY SAND",25.0152894,-17.0556497,22.5750002861023,681,0
597,"id_284",0.96,0.48,1.4,1.75,39.3,25.2,88.4,10.4,1.2,"LOAMY SAND",41.6,30.4,28,"CLAY LOAM",25.0933849,-17.1546796,23.0749998092651,670,0
598,"id_285",0.72,0.72,1.5,1.58,33.18,34.21,76.4,14.4,9.2,"SANDY LOAM",67.6,10.4,22,"SANDY LOAM",25.0576,-17.1702563,23.0500001907349,666,0
599,"id_297",0.92,0.56,1.3,1.43,36.99,24.03,73.2,18.8,8,"SANDY LOAM",41.6,53.2,5.2,"CLAY",25.2165584,-17.015447,22.8333334922791,685,10
600,"id_301",0.32,0.28,1.7,1.69,16.33,14.21,92.4,4.4,3.2,"SAND",79.6,4.4,16,"LOAMY SAND",25.0547733,-17.11614,22.774999777476,676,1
601,"id_307",0.56,0.4,1.3,1.25,21.05,15.04,90.4,4.4,5.2,"SAND",47.6,36.4,16,"SANDY CLAY",25.099995,-17.1022325,22.9000000953674,674,2
602,"id_322",0.76,0.6,1.4,1.65,32.9,29.73,74.4,22.4,3.2,"SANDY CLAY LOAM",45.6,39.4,15,"SANDY CLAY",25.101017,-17.115017,22.9500001271566,677,0
603,"id_338",0.52,0.36,1.5,1.65,23.54,17.83,92.4,2,5.6,"SAND",92.4,1,6.6,"SAND",24.7655277,-16.9547462,22.0250000953674,702,4
604,"id_356",2.4,0.32,1.5,1.58,111.48,15.17,56,29.2,14.8,"SANDY CLAY LOAM",60,25.2,14.8,"SANDY CLAY LOAM",25.1072628,-17.2149849,23.1916666030884,666,1
605,"id_365",1.2,0.44,1.7,1.8,62.34,23.8,66,19.2,14.8,"SANDY LOAM",42,35.2,22.8,"CLAY LOAM",25.087622,-17.2366804,23.2083334922791,681,2
606,"id_384",0.96,0.84,1.1,1.39,31.59,35.12,13.6,61.2,25.2,"CLAY",5.6,65.2,29.2,"CLAY",25.2309,-17.5386433,23.6666665077209,652,4
607,"id_429",0.68,0.04,1.5,1.81,31.09,2.17,88,5,7,"SAND",84,10,6,"LOAMY SAND",24.8372802,-17.2207075,22.5583333969116,659,0
608,"id_451",0.28,0.32,1.6,1.7,13.19,16.32,95.6,3.8,0.6,"SAND",80.4,4.8,14.8,"LOAMY SAND",24.9018214,-16.5137796,21.3666667938232,746,3
609,"id_538",3.56,0.56,1.7,1.75,179.28,29.43,93.6,4.2,2.2,"SAND",93.6,4.4,2,"SAND",24.5159754,-16.477359,21.6833333969116,738,3
610,"id_585",0.28,0.12,1.6,1.75,13.69,6.31,93.2,2.8,4,"SAND",88.8,2.8,8.4,"SAND",24.5309221,-16.4526515,21.6249998410543,739,1
611,"id_611",0.2,0.11,1.5,1.78,8.9,6,91.6,5.2,3.2,"SAND",93.6,2.4,4,"SAND",24.7873589,-16.794495,21.8083335558573,716,4
612,"id_641",0.36,0.2,1.6,1.57,16.83,9.39,94,5.2,0.8,"SAND",82,6.2,11.8,"LOAMY SAND",24.3473357,-16.839441,21.9000000953674,706,4
613,"id_642",0.24,0.2,1.8,1.92,12.88,11.51,95.6,2.2,2.2,"SAND",93.6,4.4,2,"SAND",24.7076974,-16.8412288,21.875,712,3
614,"id_20",0.88,0.6,1.3,1.55,34.29,27.92,93.6,3.2,3.2,"SAND",91.2,3.2,5.6,"SAND",24.42879,-17.0596333,21.8749998410543,684,1
615,"id_30",0.28,0.36,1.3,1.57,10.89,16.95,88.4,6,5.6,"SAND",88.4,6,5.6,"SAND",24.4901347,-17.1878456,21.8999996185303,672,2
616,"id_34",0.28,0.08,1.51,1.48,12.67,3.54,89.6,4.2,6.2,"SAND",89.6,8.4,2,"SAND",24.5877297,-17.1342212,22.0833334922791,675,9
617,"id_37",0.16,0.16,1.52,1.72,7.28,8.26,89.2,4.4,6.4,"SAND",87.2,6.4,6.4,"LOAMY SAND",24.405737,-17.1796336,21.858333269755,676,5
618,"id_38",0.67,0.29,1.43,1.57,28.66,13.62,79.6,5.2,15.2,"LOAMY SAND",77.6,10.4,12,"SANDY LOAM",24.6621315,-17.0646799,22.1916666030884,677,3
619,"id_42",0.6,0.04,1.49,1.67,26.82,2,90.6,3.6,5.8,"SAND",90.4,0,9.6,"SAND",24.4623877,-17.16047,21.9249998728434,677,4
620,"id_43",1.32,0.4,1.33,1.69,52.61,20.3,75.2,10.4,14.4,"SANDY LOAM",73.2,10.4,16.4,"SANDY LOAM",24.3423942,-17.2245886,21.7916665077209,667,1
621,"id_45",0.32,0.16,1.36,1.5,13.04,7.18,87.2,6.4,6.4,"LOAMY SAND",85.2,8.4,6.4,"LOAMY SAND",24.3398235,-17.195108,21.7583335240682,667,4
622,"id_64",1.52,1.08,1.93,1.77,87.94,57.22,6,74,20,"CLAY",18,68,14,"CLAY",25.197142,-17.6030825,24.0833333333333,639,0
623,"id_74",0.28,0.08,1.79,1.8,15,4.31,84.4,5.6,10,"LOAMY SAND",86.4,1.6,12,"SAND",24.7490455,-17.3720553,22.6333333651225,646,3
624,"id_177",0.2,0.08,1.52,1.63,9.09,3.92,91.2,6.8,2,"SAND",93.2,4.8,2,"SAND",24.9377647,-17.3820183,23.241666952769,640,0
625,"id_188",0.64,0.32,1.72,1.98,33.08,18.97,94,0,6,"SAND",94,1.2,4.8,"SAND",24.0554575,-16.969798,22.0666667620341,688,0
626,"id_194",1.28,0.76,1.06,1.65,40.82,37.52,85.2,2,12.8,"LOAMY SAND",86.4,3,10.6,"LOAMY SAND",24.3713977,-16.9346225,21.8249998092651,694,3
627,"id_195",0.56,0.32,1.46,1.78,24.49,17.1,100,0,0,"SAND",89.2,9.2,1.6,"LOAMY SAND",24.3383171,-16.8206855,22.0166665712992,701,2
628,"id_197",1.32,0.32,1.44,1.63,57.05,15.61,90,4.8,5.2,"SAND",88,5.8,6.2,"SAND",24.3994032,-16.8904107,21.8499999046326,699,1
629,"id_255",0.4,0.28,1.47,1.64,17.67,13.82,86,8,6,"LOAMY SAND",86,8,6,"LOAMY SAND",24.7446309,-17.3955653,22.7166668574015,644,0
630,"id_263",1.16,0.42,1.64,1.8,57.24,22.66,92,3,5,"SAND",92,6,2,"SAND",24.478185,-16.999155,21.9499999682109,688,0
631,"id_268",0.68,0.36,1.7,1.65,34.67,17.8,86.4,9.4,4.2,"LOAMY SAND",65.6,18.4,16,"SANDY LOAM",25.0677122,-17.1340509,22.9333335558573,680,0
632,"id_280",0.52,0.32,1.38,1.58,21.45,15.16,86.4,6.4,7.2,"LOAMY SAND",77.6,6.4,16,"LOAMY SAND",25.0652514,-17.0677956,22.6833333969116,689,0
633,"id_286",0.68,0.28,1.55,1.65,31.7,13.89,89.6,4.2,6.2,"SAND",80.8,3.2,16,"LOAMY SAND",24.9826223,-17.0116361,22.3499997456868,682,4
634,"id_290",0.44,0.16,1.68,1.77,22.12,8.52,89.6,3.6,6.8,"SAND",87.2,9.2,3.6,"LOAMY SAND",24.8062899,-17.106625,22.375,670,4
635,"id_346",0.16,0.24,1.32,1.49,6.31,10.74,87.6,5.2,7.2,"LOAMY SAND",87.6,10.4,2,"LOAMY SAND",25.0325277,-17.2940701,23.3250001271566,657,1
636,"id_350",1.64,1.4,1.64,1.65,80.52,69.39,87.6,2.4,10,"SAND",87.6,3.6,8.8,"SAND",24.9784516,-17.3933482,23.391666730245,661,3
637,"id_353",0.92,0.28,1.38,1.69,38,14.17,74,13.2,12.8,"SANDY LOAM",46,37.2,16.8,"SANDY CLAY",25.0610322,-17.2644776,23.2999997138977,657,0
638,"id_401",0.36,1.32,1.69,1.68,18.28,66.57,85.6,3,11.4,"LOAMY SAND",86.6,4.1,9.3,"LOAMY SAND",24.9073946,-17.4643951,23.3750003178914,631,0
639,"id_431",5.81,1.48,1.03,1.64,180.21,72.9,46.8,17.6,35.6,"LOAM",89.6,8.4,2,"SAND",24.9360468,-17.3613157,23.2416667938232,641,0
640,"id_441",0.84,0.44,1.49,1.3,37.56,17.2,85.6,5.6,8.8,"LOAMY SAND",85.6,10.4,4,"LOAMY SAND",24.8355513,-17.2462946,22.6583333015442,656,3
641,"id_444",1.76,1.64,1.67,1.84,88.18,90.47,85.2,4.4,10.4,"LOAMY SAND",64.8,4.4,30.8,"SANDY LOAM",24.9532422,-16.550099,21.4916666348775,744,0
642,"id_468",15.67,4.53,0.84,1.34,396.4,182.24,77.2,8.4,14.4,"SANDY LOAM",74.8,2.4,22.8,"LOAMY SAND",24.9605552,-16.5509925,21.5500000317891,738,1
643,"id_515",2.52,1.92,1.45,1.56,109.76,89.68,91.6,1,7.4,"SAND",91.6,1.6,6.8,"SAND",24.8335413,-16.8798182,21.9833334287008,706,1
644,"id_557",10.8,0.16,0.62,1.78,202.18,8.53,72.2,8.8,19,"SANDY LOAM",93.8,2.8,3.4,"SAND",24.731371,-16.4582717,21.6083331108093,741,1
645,"id_558",3.4,0.32,1,1.95,101.95,18.73,65.4,16.8,17.8,"SANDY LOAM",26.6,18.8,54.6,"SILT LOAM",24.7751843,-16.6008955,21.6833333969116,733,1
646,"id_590",13.47,1.99,0.51,1.43,206.96,85.53,87.4,0.8,11.8,"SAND",91.6,6.4,2,"SAND",24.6652724,-16.7222046,22.0083332061768,711,1
647,"id_615",0.24,0.2,1.51,1.63,10.85,9.79,95,4.8,0.2,"SAND",84,7.2,8.8,"LOAMY SAND",24.3488942,-16.8201756,21.9749999046326,703,0
648,"id_632",0.48,0.14,1.62,1.66,23.37,6.95,87.6,5.2,7.2,"LOAMY SAND",83.6,9.2,7.2,"LOAMY SAND",24.4751326,-16.7795942,21.9250000317891,710,5
649,"id_346",3,1.32,1.68,1.81,151.44,71.85,34,42,24,"CLAY",36,42,22,"CLAY",25.2488968,-17.620481,24.0749999682109,639,2
650,"id_624",2.92,2.68,1.34,1.33,117.79,107.29,97.4,0.8,1.8,"SAND",74.6,0.8,24.6,"LOAMY SAND",24.66741563,-16.6664487,21.8166667620341,721,4
