"Year","Date","Site","Habitat","Land_class","Burned","Vegetation","Wet_biomass.g.","Dry_biomass.g.","Biomass.g.m2.","Sand...","Notes","MAT","MAP","Fire_frequency","SOC_conc30","SOC_conc70","Section_dry_weight30","Section_dry_weight70","BD30","BD70","SOC_stock30","SOC_stock70","SOC_stock_1m","lon","lat"
2023,NA,"MA184",NA,NA,"Early","PERENNIALS",37.5,35.3,564.8,90,NA,23.8500003814697,634,NA,1.677,0.826,1160.5,3243,1.00516632086065,1.20382386110091,50.5699176024993,69.6050956488548,120.175013251354,25.21641053982,-17.5082456769022
2023,NA,"MA185",NA,NA,"Early","ANNUALS",36.97,35.17,562.67,95,NA,21.8083324432373,683,3,0.351,0.156,1381,3181,1.19615225257092,1.18080903551095,12.5954832195718,12.8944346677796,25.4899178873514,24.3880223940958,-17.0950553312984
2023,NA,"MA186",NA,NA,"Early","MIXTURE",24.17,23,368,95,NA,22.8333339691162,681,4,0.507,0.234,1374.5,3249.5,1.19052228179489,1.20623670571922,18.1078439061002,19.7581572396808,37.866001145781,25.2005874422653,-17.0332001621123
2023,NA,"MA187",NA,NA,"Early","ANNUALS",36,34.5,552,90,NA,21.8833332061768,696,3,0.39,0.117,1442.5,3982,1.24942043760576,1.47814573385872,14.6182191199874,12.1060135603029,26.7242326802904,24.5482381194761,-16.9827234102285
2023,NA,"MA188",NA,NA,"Early","ANNUALS",29.57,28.27,452.27,85,NA,22.3666667938232,651,5,0.546,0.156,1466.5,2265,1.2702080220096,0.840783547762433,20.8060074005173,9.18135634156576,29.9873637420831,24.6621760002697,-17.3471049357076
2023,NA,"MA189",NA,NA,NA,"ANNUALS",29.33,28.73,459.73,85,"No trees",22.3250007629395,676,1,0.546,0.117,2416,2529.5,2.0926168299865,0.938967763384138,34.2770636751789,7.69014598211609,41.9672096572949,24.8726773925551,-17.0351009164238
2023,NA,"MA190",NA,NA,"Unburned","MIXTURE",50.63,48.13,770.13,90,"Vegetation sample taken on stream",21.783332824707,722,1,0.78,0.117,1649,4497.5,1.4282802784138,1.66950287243335,33.4217585148829,13.6732285252291,47.094987040112,24.7786593222092,-16.6631049564663
2023,NA,"MA191",NA,NA,"Unburned","PERENNIALS",23.9,22.6,361.6,90,NA,23.466667175293,659,3,1.326,0.585,1649,4497.5,1.4282802784138,1.66950287243335,56.8169894753009,68.3661426261457,125.183132101447,25.1272271068157,-17.362156491538
2023,NA,"MA193",NA,NA,"Unburned","ANNUALS",24.13,22.87,365.87,90,"Taken near Muchenje Tree. Overgrazing. Magumwi Area",23.1749992370605,672,NA,0.234,0.039,1637,4037,1.41788648621188,1.49856211139821,9.95356313320739,4.09107456411711,14.0446376973245,25.0820023233182,-17.2199218578046
2023,NA,"MA195",NA,NA,"Unburned","PERENNIALS",61.5,58.3,932.8,90,NA,23.25,663,2,1.95,0.936,1176.5,3477,1.01902471046321,1.29068626735981,59.6129455620978,84.565764237415,144.178709799513,25.1221184339158,-17.2134784042343
2023,NA,"MA196",NA,NA,"Late","MIXTURE",9.6,9.33,149.33,80,NA,22.625,670,NA,0.429,0.156,1676,2597.5,1.45166631086812,0.964209830160229,18.6829454208727,10.5291713453497,29.2121167662224,24.9489153612507,-17.1012776296403
2023,NA,"MA197",NA,NA,"Late","ANNUALS",47.93,45.77,732.27,100,"Vegetation sample on dried stream",22.1416664123535,688,NA,0.273,0.078,929.5,4083,0.805085820973696,1.5156376271585,6.59365287377457,8.27538144428543,14.86903431806,24.1949114437513,-16.8704845124824
2023,NA,"MA198",NA,NA,"Early","PERENNIALS",26.03,24.9,398.4,100,NA,21.875,718,4,0.39,0.156,1817,5743.5,1.57379336924067,2.13202662541878,18.4133824201159,23.2817307495731,41.6951131696889,24.4539931886908,-16.6883183691469
2023,NA,"MA202",NA,NA,"Unburned","ANNUALS",33.73,32.63,522.13,90,NA,22.3583335876465,674,3,0.507,0.117,1049,3893,0.908590668317813,1.44510832293119,13.8196640651139,11.8354371648065,25.6551012299204,24.9220028084242,-17.0622542011242
2023,NA,"MA203",NA,NA,"Unburned","ANNUALS",34.97,33.93,542.93,95,NA,21.7999992370605,683,3,0.546,0.117,1049,2964,0.908590668317813,1.10025714594607,14.8827151470458,9.01110602529832,23.8938211723441,24.4092371943711,-17.0830536399466
2023,NA,"MA204",NA,NA,"Unburned","PERENNIALS",29.73,28.33,453.33,90,"Point lying in a thicket",22.7916660308838,640,3,1.092,0.273,1537.5,4873.5,1.33170462587096,1.80907665343056,43.6266435435327,34.571454847058,78.1980983905907,24.7847418654564,-17.3977334811418
2023,NA,"MA205",NA,NA,"Unburned","ANNUALS",26.17,25.07,401.07,95,NA,22.3666667938232,637,NA,0.234,0.078,1016.5,3373.5,0.880440814437614,1.25226635689915,6.18069451735205,6.83737430866934,13.0180688260214,24.4809539291217,-17.451824782936
